시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,
송라시장,상설,대구광역시 동구 동부로5길 10,대구광역시 동구 신천동 537-13,매일,35.8744867607,128.615309494,80,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1963,,2016-10-04,
동서시장,상설,대구광역시 동구 아양로37길 31-1,대구광역시 동구 신암동 95-15,매일,35.8872707298,128.633530841,117,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1970,053-951-3466,2016-10-04,
현대시장,상설,대구광역시 동구 방촌로 125,대구광역시 동구 방촌동 902-7,매일,35.8827873099,128.665758987,45,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1996,053-983-9417,2016-10-04,
반야월종합시장,오일장,대구광역시 동구 율하동로 143,대구광역시 동구 신기동 174-1,"1일,6일",35.8724072079,128.702449976,45,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1991,053-963-9948,2016-10-04,
방촌시장,상설,대구광역시 동구 동촌로46길 2,대구광역시 동구 방촌동 1067-2,매일,35.8813027096,128.66442572,87,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1982,053-984-5317,2016-10-04,
동구시장,상설,대구광역시 동구 효목로 8,대구광역시 동구 효목동 533,매일,35.8740534095,128.639574833,130,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1977,053-744-6569,2016-10-04,
효목시장,상설,대구광역시 동구 효동로15길 13,대구광역시 동구 효목동 139-5,매일,35.8829135757,128.642725081,44,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1980,,2016-10-04,
효신시장,상설,대구광역시 동구 효신로5길 40,대구광역시 동구 신천동 415-1,매일,35.8744619159,128.632607899,79,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1984,053-742-2426,2016-10-04,
동대구역전시장,상설,대구광역시 동구 동부로16길 18,대구광역시 동구 신천동 278,매일,35.8743005849,128.620567127,70,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,N,1974,053-754-5580,2016-10-04,
평화시장,상설,대구광역시 동구 아양로9길 10,대구광역시 동구 신암동 597-1,매일,35.8830052405,128.619256244,82,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,www.pyounghwa.com,Y,Y,1975,053-942-1101,2016-10-04,
큰고개종합시장,상설,대구광역시 동구 신암북로 101,대구광역시 동구 신암동 681-6,매일,35.8886287474,128.626427101,143,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1989,053-957-5563,2016-10-04,
성동시장,상설,대구광역시 동구 아양로34길 22,대구광역시 동구 신암동 327-1,매일,35.8838183261,128.63029296,26,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1974,053-955-5064,2016-10-04,
남부시장,상설,강원도 춘천시 공지로 367,강원도 춘천시 효자1동 684-11,매일,37.870533,127.725635,194,주방용품식당가,온누리상품권,,Y,Y,1982,033-242-1561,2017-05-31,
석관시장,상설,서울특별시 성북구 돌곶이로22가길 27,,매일,37.608942949,127.060296622,20,"과일,야채,생필품",전통시장 온누리상품권,,Y,Y,,02-967-5571,2017-06-01,
장위시장,상설,서울특별시 성북구 장위로 126,,매일,37.6129043711,127.051243522,26,"과일,야채,생필품",전통시장 온누리상품권,,Y,N,,02-915-8881,2017-06-01,
동소문스카이상가,상설,서울특별시 성북구 성북로4길 52,,매일,37.5929059279,127.009402624,328,"야채,생선,생필품",전통시장 온누리상품권,,Y,Y,,02-926-6405,2017-06-01,
길음시장,상설,서울특별시 성북구 동소문로 227외 1,,매일,37.6027791901,127.021593561,137,"과일,의류,생필품",전통시장 온누리상품권,,Y,N,,,2017-06-01,
석관황금시장,상설,서울특별시 성북구 한천로73길 33,,매일,37.6095008599,127.061656135,82,"과일,야채,생선,정육",전통시장 온누리상품권,,Y,Y,,02-962-5598,2017-06-01,
장위전통시장,상설,서울특별시 성북구 장월로12길 41-1,,매일,37.6120864635,127.050803516,265,"과일,야채,생선,정육",전통시장 온누리상품권,,Y,Y,,070-7799-9129,2017-06-01,
정릉시장,상설,서울특별시 성북구 보국문로11길 18-19,,매일,37.6094625591,127.009055882,202,"과일,야채,생선",전통시장 온누리상품권,,Y,Y,,070-4126-0098,2017-06-01,
정릉아리랑시장,상설,서울특별시 성북구 정릉로26가길 36,,매일,37.6027662334,127.011039123,54,"과일,야채",전통시장 온누리상품권,,N,N,,070-4215-2931,2017-06-01,
돈암시장,상설,서울특별시 성북구 동소문로18길 18,,매일,37.591535721,127.015919855,111,"과일,야채,생선,떡",전통시장 온누리상품권,,Y,N,,02-926-5133,2017-06-01,
중앙시장,상설,충청남도 보령시 중앙시장3길29,충청남도 보령시 대천동 331-7번지 일원,매일,36.3503711099,126.593874548,132,"건어물, 젓갈, 의류 등",온누리상품권,http://market.chungnam.net/html/boryeong/,Y,Y,1960,041-936-4554,2017-05-18,
한내시장,상설,충청남도 보령시 한내시장길 12,충청남도 보령시 대천동197-1번지 일원,매일,36.3498344073,126.595053748,137,"수산물, 의류 등",온누리상품권,없음,Y,N,1960,041-934-8559,2017-05-18,
동부시장,상설,충청남도 보령시 구상가길10-1,충청남도 보령시 대천동 618-64번지 일원,매일,36.3492704508,126.596705416,63,"그릇, 떡방앗간 등",온누리상품권,없음,Y,Y,1960,041-932-2336,2017-05-18,
범일골목시장,상설,부산광역시 동구 범곡로28번길 23,부산광역시 동구 범일동 39,매일,35.14152,129.055627,74,"농.축.수산물, 잡화",온누리상품권,,,,1970,,2017-03-21,
성북시장,상설,부산광역시 동구 성북로 57-2 (범일동),부산광역시 동구 범일동 1430-53,매일,35.13871,129.04826,115,"농.축.수산물, 잡화",온누리상품권,,,,1960,051-632-1969,2017-03-21,
초량전통시장,상설,부산광역시 동구 초량로13번길 24 (초량동),부산광역시 동구 초량동 308-1,매일,35.11826,129.039598,90,"어묵, 농.축.수산물",온누리상품권,Y,Y,,1962,051-468-1566,2017-03-21,
수정재래시장,상설,부산광역시 동구 중앙대로371번길 50 (수정동),부산광역시 동구 수정동 248-3,매일,35.13033,129.046303,59,"농.축.수산물, 잡화",온누리상품권,,,,1960,051-467-0207,2017-03-21,
초량시장,상설,부산광역시 동구 초량로13번길 8 (초량동),부산광역시 동구 초량동 200-3,매일,35.11896,129.039959,152,"횟집,생활용품",온누리상품권,,Y,,1975,051-465-3305,2017-03-21,
수정시장,상설,부산광역시 동구 고관로 106,부산광역시 동구 수정2동 170-1,매일,35.12833,129.046493,72,"횟집,생활용품",온누리상품권,,Y,Y,1979,051-468-6176,2017-03-21,
부산남문시장,상설,부산광역시 동구 범일로65번길 8 (범일동,부산광역시 동구 범일동 290-3,매일,35.13614,129.058486,262,"혼수,양말,승복",온누리상품권,Y,Y,,1974,051-645-9691,2017-03-21,
자유시장,상설,부산광역시 동구 조방로 48 (범일동),부산광역시 동구 범일동830-24,매일,35.14092,129.061096,1483,"의류,신발,생활용품",온누리상품권,Y,Y,Y,1975,051-632-8785,2017-03-21,
송강전통시장,상설,대전광역시 유성구 구즉로 74-7(송강동),대전광역시 유성구 송강동 49-10,매일,36.4351311,127.3866591,,"농산물, 생필품, 수산물, 잡화",온누리상품권,,Y,N,,,2017-05-31,
유성전통시장,오일장,대전광역시 유성구 유성대로 730번길 24(장대동),대전광역시 유성구 장대동 191-7,"4일, 9일",36.3577191,127.3339441,,"농산물, 생필품, 수산물, 잡화",온누리상품권,,Y,N,,,2017-05-31,
영등포시장지하도상가,상설,서울특별시 영등포구 영등포로 지하 221,서울특별시 영등포구 영등포동5가 20,매일,37.5203446,126.9058519,68,"의류, 잡화",온누리상품권,무,Y,N,1977,02-2676-2235,2017-04-14,
영진시장(A동),상설,서울특별시 영등포구 신풍로 87,서울특별시 영등포구 신길동 2365,매일,37.5001908,126.9159416,128,"식자재, 잡화",온누리상품권,무,Y,N,1970,,2017-04-14,
현대시장,상설,충청남도 보령시 대흥로 16,"충청남도 보령시 대천동 619-69, 충청남도 동대동983-54번지 일원",매일,36.3489071644,126.596939004,53,청과물 등,온누리상품권,없음,N,N,1960,041-932-3114,2017-05-18,
웅천시장,상설,충청남도 보령시 웅천읍 장터4길24,충청남도 보령시 웅천읍 대창리 432-1번지 일원,매일,36.2329898614,126.601267875,132,"농수산물, 잡화 등",온누리상품권,없음,Y,N,1928,041-933-2355,2017-05-18,
상계중앙시장,상설,서울특별시 노원구 상계로27길 32,서울특별시 노원구 상계동 389-641,매일,37.659828,127.069823,68,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://www.traffer.com/specialmarket/sm_main.action?specialMarket.id=51,Y,N,1975,070-4141-1116,2017-05-18,
공릉동도깨비시장,상설,서울특별시 노원구 동일로180길 37 공릉상가,서울특별시 노원구 공릉1동 566-20,매일,37.622659,127.076223,120,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://www.traffer.com/specialmarket/sm_main.action?specialMarket.id=50,Y,N,1977,02-976-4143,2017-05-18,
강화풍물시장,상설,인천광역시 강화군 강화읍 중앙로 17-9,인천광역시 강화군 강화읍 갑곳리 849 강화풍물시장,매일,37.7422911,126.4921831,,,"온누리상품권, 강화사랑상품권",,Y,Y,2007,,2017-05-25,
강화버스터미널시장,상설,인천광역시 강화군 강화읍 중앙로 43,인천광역시 강화군 강화읍 남산리 222 강화여객자동차터미널,매일,37.7406451,126.4901071,,,"온누리상품권, 강화사랑상품권",,Y,Y,1994,,2017-05-25,
강화중앙시장,상설,인천광역시 강화군 강화읍 강화대로 429,인천광역시 강화군 강화읍 신문리 205-5 중앙시장,매일,37.7476741,126.4831361,,,"온누리상품권, 강화사랑상품권",,Y,Y,1981,,2017-05-25,
경주봉황중심상가시장,상설,경상북도 경주시 원효로 89(노동동),경상북도 경주시 노동동 230,매일,35.8421346,129.2106571,230,"전통찻집, 전통공예품, 의류, 액세서리, 금은방 등","온누리상품권, 경주시상품권",,Y,Y,2011,,2017-05-18,
경주중심상가시장,상설,경상북도 경주시 태종로791번길 16(황오동),경상북도 경주시 황오동 234-1,매일,35.8422532,129.2151755,454,"의류, 악세사리, 금은방 등","온누리상품권, 경주시상품권",http://jsshopping.alltheway.kr/,Y,Y,2011,054-774-5689,2017-05-18,
중앙시장,상설+오일장,경상북도 경주시 금성로 295(성건동),경상북도 경주시 성건동 339-2,"매일,2일,7일",35.8440126,129.2063313,700,"떡, 토종한우, 농산물 등","온누리상품권, 경주시상품권",http://jomarket.alltheway.kr/,Y,Y,1983,054-743-3696,2017-05-18,
영등포로타리지하도상가,상설,서울특별시 영등포구 영중로 지하20,서울특별시 영등포구 영등포동3가 441,매일,37.5177441,126.9067565,120,"의류, 잡화",온누리상품권,무,Y,N,1983,02-2679-3754,2017-04-14,
영등포역지하도상가,상설,서울특별시 영등포구 경인로 843 지하,서울특별시 영등포구 영등포동3가 33 지하,매일,37.5164626,126.9066588,82,"의류, 잡화",온누리상품권,무,Y,N,1980,02-3667-8681,2017-04-14,
영등포(시장)기계공구상가,상설,서울특별시 영등포구 영중로14길 48,서울특별시 영등포구 영등포동2가 167-1,매일,37.5192434,126.9104547,369,기계공구류,온누리상품권,무,N,Y,1970,02-2635-8005,2017-04-14,
우리시장,상설,서울특별시 영등포구 도림로64길 20,서울특별시 영등포구 대림동 904-20,매일,37.4963121,126.9053604,90,"농축수산, 잡화",온누리상품권,무,N,N,1982,02-835-5599,2017-04-14,
영등포전통시장,상설,서울특별시 영등포구 영중로14길 27,서울특별시 영등포구 영등포동2가 335,매일,37.5198755,126.9083047,247,"농축수산, 잡화, 건어물, 순대골목",온누리상품권,무,Y,Y,1956,02-2634-1308,2017-04-14,
남서울상가,상설,서울특별시 영등포구 영중로14길 11,서울특별시 영등포구 영등포동5가 16,매일,37.5204247,126.9073037,80,"완구, 문구",온누리상품권,무,Y,N,1971,02-2634-7610,2017-04-14,
제일상가,상설,서울특별시 영등포구 영등포로 225,서울특별시 영등포구 영등포동5가 18-1,매일,37.5199351,126.9066649,51,"주단, 포목",온누리상품권,무,Y,N,1979,02-2634-0310,2017-04-14,
로타리상가,상설,서울특별시 영등포구 영등포로 219,서울특별시 영등포구 영등포동5가 20,매일,37.5203446,126.9058519,94,"의류, 잡화",온누리상품권,무,Y,N,1978,02-2634-0591,2017-04-14,
영등포청과시장(구조광시장),상설,서울특별시 영등포구 영신로41길 2,서울특별시 영등포구 당산동1가 184번지,매일,37.5219782,126.9010978,175,과일,온누리상품권,무,N,N,1975,02-2675-3269,2017-04-14,
대림중앙시장,상설,서울특별시 영등포구 디지털로49길 13-1,서울특별시 영등포구 대림동 1075-47,매일,37.4908611,126.8992922,100,"농축수산, 잡화",온누리상품권,무,N,Y,2005,,2017-04-14,
㈜사러가시장,상설,서울특별시 영등포구 신길로 155,서울특별시 영등포구 신길동 254-1,매일,37.5061462,126.9103486,47,"의류, 잡화",온누리상품권,무,Y,Y,1965,02-834-8900,2017-04-14,
신동시장(수퍼형),상설,서울특별시 영등포구 가마산로69가길 12,서울특별시 영등포구 신길동 259-4,매일,37.5061417,126.9096193,10,"식품, 잡화 등",온누리상품권,무,Y,Y,1973,02-832-1752,2017-04-14,
㈜신영사러가,상설,서울특별시 영등포구 가마산로69가길 17,서울특별시 영등포구 신길동 255-9,매일,37.5063552,126.9099941,6,"의류, 잡화",온누리상품권,무,Y,Y,1967,02-834-8900,2017-04-14,
대신시장,상설,서울특별시 영등포구 도신로60길 7,서울특별시 영등포구 신길동 116-15,매일,37.5112083,126.9174289,176,"농축수산, 잡화",온누리상품권,무,Y,N,1965,02-842-0003,2017-04-14,
도림시장(수퍼형),상설,서울특별시 영등포구 도영로 50,서울특별시 영등포구 도림동 176,매일,37.5099223,126.8984578,6,"식품, 잡화 등",온누리상품권,무,Y,N,1969,02-846-7747,2017-04-14,
영일시장,상설,서울특별시 영등포구 문래로30길 27,서울특별시 영등포구 문래동3가 10,매일,37.5161339,126.9007315,203,"마늘, 배추 등 채소류",온누리상품권,무,Y,N,1974,02-2679-6832,2017-04-14,
영신상가,상설,서울특별시 영등포구 영등포로 225,서울특별시 영등포구 영등포동5가 18,매일,37.5199351,126.9066649,105,"한복, 인삼",온누리상품권,무,Y,N,1979,02-2634-0602,2017-04-14,
삼구시장,상설,서울특별시 영등포구 영등포로 219,서울특별시 영등포구 영등포동5가 19,매일,37.5201581,126.905768,55,"주단, 포목",온누리상품권,무,Y,N,1975,02-2634-0536,2017-04-14,
동남상가,상설,서울특별시 영등포구 영등포로37길 4,서울특별시 영등포구 영등포동5가 24,매일,37.5205981,126.9056685,70,"금,은,시계,기성복",온누리상품권,무,Y,N,1971,02-2635-4846,2017-04-14,
영등포유통상가,상설,서울특별시 영등포구 영등포로 109,서울특별시 영등포구 당산동2가 30-2,매일,37.5223537,126.8943978,"1,470","핸드폰케이스, 오락기, 복사기 등",온누리상품권,무,Y,Y,1987,02-2635-7300,2017-04-14,
영등포기계상가,상설,서울특별시 영등포구 영등포로 39,서울특별시 영등포구 양평동1가 247,매일,37.5231227,126.8860691,181,기계공구류,온누리상품권,무,Y,Y,1989,02-2636-0090,2017-04-14,
무등시장,상설,광주광역시 남구 군분로 27 (주월동),광주광역시 남구 주월동 974-107,매일,35.136137,126.894529,62,"공산품(그릇,생활용품), 수산물, 농산물, 축산물, 부식",온누리상품권,없음,Y,Y,1978-09-05,062-674-4585,2017-05-15,
봉선시장,상설,광주광역시 남구 봉선중앙로91번길 7 (봉선동),광주광역시 남구 봉선동 997-1,매일,35.129029,126.910027,63,"농산물, 축산물, 수산물, 가공식품, 부식, 잡화",온누리상품권,없음,Y,Y,2009-02-18,062-651-4808,2017-05-15,
성동시장,상설+오일장,경상북도 경주시 원화로281번길 11(성동동),경상북도 경주시 성동동 51-1,"매일,2일,7일",35.8453424,129.2163282,610,"농산물, 의류, 식료품 등","온누리상품권, 경주시상품권",http://sdmarket.alltheway.kr/,Y,Y,1971,054-772-4226,2017-05-18,
불국사상가지상,상설,경상북도 경주시 진현로1길 59-5(진현동),경상북도 경주시 진현동 66-5,매일,35.7858926,129.3276037,102,"토산품, 식당 등","온누리상품권, 경주시상품권",,Y,Y,1974,054-746-6666,2017-05-18,
불국시장,오일장,경상북도 경주시 불국장터길 23-2(구정동),경상북도 경주시 구정동 429-7,"4일,9일",35.7759894,129.3009730,34,농산물 등,"온누리상품권, 경주시상품권",,Y,Y,1965,054-746-6147,2017-05-18,
서면시장,오일장,경상북도 경주시 서면 내서로 401-25,경상북도 경주시 서면 아화리 240-2,"1일,6일",35.8947135,129.0484520,18,"산나물, 농산물 등","온누리상품권, 경주시상품권",,Y,Y,1929,,2017-05-18,
산내시장,오일장,경상북도 경주시 산내면 의곡중앙길 27,경상북도 경주시 산내면 의곡리 155-10,"5일,10일",35.7579688,129.0463812,26,"산나물, 곤달비, 농산물 등","온누리상품권, 경주시상품권",,Y,Y,1960,,2017-05-18,
양남시장,오일장,경상북도 경주시 양남면 하서중앙길 50,경상북도 경주시 양남면 하서리 1466-2,"4일,9일",35.6753873,129.4636776,53,"수산물, 농산물 등","온누리상품권, 경주시상품권",,Y,Y,1943,054-744-2008,2017-05-18,
양북시장,오일장,경상북도 경주시 양북면 감은로 53-28,경상북도 경주시 양북면 어일리 1295-558,"5일,10일",35.7902187,129.4416120,45,"수산물, 농산물 등","온누리상품권, 경주시상품권",,Y,Y,1942,,2017-05-18,
외동시장,오일장,경상북도 경주시 외동읍 입실시장길 8-3,경상북도 경주시 외동읍 입실리 1020,"3일,8일",35.7149746,129.3259009,78,"농산물, 미나리 등","온누리상품권, 경주시상품권",,Y,N,1916,,2017-05-18,
건천시장,오일장,경상북도 경주시 건천읍 건천시장1길 3,경상북도 경주시 건천읍 건천리 339,"5일,10일",35.8483511,129.1045615,44,"농산물, 버섯 등","온누리상품권, 경주시상품권",,Y,Y,1914,,2017-05-18,
안강시장,오일장,경상북도 경주시 안강읍 비화중로3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,"4일,9일",35.9897319,129.2223309,245,"참기름, 고추, 돔베기, 포목 등","온누리상품권, 경주시상품권",,Y,Y,1923,054-762-5356,2017-05-18,
태평시장,상설,대전광역시 중구 평촌로105번길 62 (태평동),대전광역시 중구 태평동 327-3,매일,36.325405,127.39765,142,"채소, 과일, 떡",온누리상품권,http://www.taepyung-market.kr/,Y,Y,1980,042-536-8260,2017-05-29,
감포시장,상설,경상북도 경주시 감포읍 감포로 115,경상북도 경주시 감포읍 감포리 436-1,매일,35.8041194,129.5020467,51,"건어물, 젓갈류, 해산물 등","온누리상품권, 경주시상품권",,Y,Y,1959,054-777-1102,2017-05-18,
북부상가시장,상설,경상북도 경주시 금성로396번길 7(성건동),경상북도 경주시 성건동 620-10,매일,35.8534939,129.2075813,50,"음식점, 식품류, 세탁수선, 의류 등","온누리상품권, 경주시상품권",,Y,Y,1988,,2017-05-18,
북정로중심상가시장,상설,경상북도 경주시 북정로 15(황오동),경상북도 경주시 황오동 242-4,매일,35.8422371,129.2146792,82,"의류, 신발, 음식점 등","온누리상품권, 경주시상품권",,Y,Y,2013,,2017-05-18,
양양전통시장,상설,강원도 양양군 양양읍 남문5길 9,강원도 양양군 양양읍 57,매일,38.074993,128.623181,64,"농산물, 수산물, 생필품, 잡화 등",온누리상품권,,Y,Y,1986,033-671-2878,2017-05-23,
양양5일장,오일장,강원도 양양군 양양읍 남문5길 9,강원도 양양군 양양읍 57,"4일, 9일",38.074993,128.623181,200,"농산물, 수산물, 생필품, 잡화 등",,,Y,Y,1916,033-671-2878,2017-05-23,
중앙시장,상설,강원도 원주시 중앙시장길 6,강원도 원주시 중앙동 62-55,매일,37.3499331,127.9494498,350,"의류,요식업,기타소비재 등",온누리상품권+강원상품권,,Y,N,1965,033-743-2570,2017-04-26,
자유시장,상설,강원도 원주시 중앙시장길 11,강원도 원주시 중앙동 57,매일,37.3504981,127.9486964,430,"의류,음식점,통신기기, 잡화 등",온누리상품권+강원상품권,,Y,Y,1965,033-746-5037,2017-04-26,
남부시장,상설,강원도 원주시 치악로 1803,강원도 원주시 명륜동 26,매일,37.3430141,127.9544871,178,"농축산물,건어물,야채,식당,잡화,의류",온누리상품권+강원상품권,,Y,Y,1965,033-764-0607,2017-04-26,
북원상가,상설,강원도 원주시 북원상가길 13,강원도 원주시 태장동 1379-23,매일,37.3843787,127.9488481,53,"의류,침구,식음료 등",온누리상품권+강원상품권,,Y,Y,1991,033-742-7338,2017-04-26,
중앙시민전통시장,상설,강원도 원주시 자유시장길 26,강원도 원주시 중앙동 42-3,매일,37.3516981,127.9496404,93,"농산물, 먹거리 등",온누리상품권+강원상품권,,Y,N,1983,033-732-6501,2017-04-26,
문막시장,상설+오일장,강원도 원주시 문막시장길 52-10,강원도 원주시 문막읍 문막리 240-1,매일/3일+8일,35.914161,128.2842515,70,"잡화,야채,곡물등",온누리상품권+강원상품권,,Y,Y,1959,033-734-4985,2017-04-26,
유천시장,상설,대전광역시 중구 문화로105번길 113 (유천동),대전광역시 중구 유천동 303-10,매일,36.317214,127.395493,79,"채소, 과일,",온누리상품권,,Y,Y,1982,042-584-1670,2017-05-29,
산성시장,상설,대전광역시 중구 대둔산로 414 (산성동),대전광역시 중구 산성동 284-1,매일,36.306131,127.387105,75,"채소, 과일, 떡",온누리상품권,,Y,Y,1991,042-583-3128,2017-05-29,
오류시장,상설,대전광역시 중구 계룡로882번길 73 (오류동),대전광역시 중구 오류동 164-1,매일,36.321717,127.407813,61,"채소, 과일, 떡",온누리상품권,,Y,N,1985,042-527-6780,2017-05-29,
용두시장,상설,대전광역시 중구 계룡로882번길 53 (오류동),대전광역시 중구 용두동 12-2,매일,36.323396,127.41465,32,"채소, 과일,",온누리상품권,,N,N,1962,042-254-4538,2017-05-29,
부사시장,상설,대전광역시 중구 대종로316번길 16 (부사동),대전광역시 중구 부사동 148-6,매일,36.314117,127.435381,72,"채소, 과일,",온누리상품권,,Y,Y,1990,042-221-6664,2017-05-29,
문창시장,상설,대전광역시 중구 문창로10번길 22 (문창동),대전광역시 중구 문창동 364-12,매일,36.315598,127.438317,269,"채소, 과일, 떡",온누리상품권,,Y,Y,1967,042-272-8903,2017-05-29,
백운시장,상설,서울특별시 도봉구 삼양로154길 42,서울특별시 도봉구 쌍문동 495-9,매일,37.655638,127.015593,57,"농산물, 생필품, 수산물, 잡화 등",,,N,N,1970,02-903-0678,2017-04-30,
방학동도깨비시장,상설,서울특별시 도봉구 도당로13가길 17,서울특별시 도봉구 방학동 633-15,매일,37.6658977,127.0361851,103,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,Y,1982,02-954-1225,2017-04-30,
창동신창시장,상설,서울특별시 도봉구 덕릉로57길 17,서울특별시 도봉구 창동 578-47,매일,37.639397,127.0374397,76,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1978,02-990-0040,2017-04-30,
창동골목시장,상설,서울특별시 도봉구 덕릉로58길 16,서울특별시 도봉구 창동 557-45,매일,37.638352,127.0391199,60,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,N,N,1970,02-900-4900,2017-04-30,
신도봉시장,상설,서울특별시 도봉구 도당로27길 60,서울특별시 도봉구 도봉동 611,매일,37.6700601,127.0412254,24,"농산물, 생필품, 수산물, 잡화 등",,,N,N,1974,02-954-0604,2017-04-30,
쌍문시장,상설,서울특별시 도봉구 도봉로113길 23,서울특별시 도봉구 쌍문동 98-35,매일,37.6481983,127.0328194,103,"농산물, 생필품, 수산물, 잡화 등",온누리상품권(일부점포),,N,N,1983,02-997-1255,2017-04-30,
민속풍물시장,상설+오일장,강원도 원주시 풍물시장길 30,강원도 원주시 평원동 134-1,매일/2일+7일,37.3489839,127.9541144,105,"채소,생선,음식 등",온누리상품권+강원상품권,,Y,Y,1989,033-746-9114,2017-04-26,
단구시장,상설,강원도 원주시 송림길 48-13,강원도 원주시 단구동 1465-5,매일,37.3313613,127.9525002,15,농축산물 등,온누리상품권+강원상품권,,Y,Y,1989,033-761-8269,2017-04-26,
영덕시장,상설+오일장,경상북도 영덕군 영덕읍 남석길 23-10,경상북도 영덕군 영덕읍 남석3리 26-50,"4일,+9일",36.406707,129.369522,90,"농수산물,의류,잡화,식료품 등",온누리상품권,,Y,Y,1965,,2017-05-23,
영해만세시장,상설+오일장,경상북도 영덕군 영해면 예주시장4길 10,경상북도 영덕군 영해면 성내리 468-1,"5일,+10일",36.540517,129.407448,140,"농수산물,의류,잡화,식료품등",온누리상품권,,Y,Y,1965,,2017-05-23,
일로전통시장,상설+오일장,전라남도 무안군 일로읍 시장길 11-22,전라남도 무안군 일로읍 월암리 113,"5일(1, 6)",34.8472309,126.4772714,63,일용품,온누리,없음,Y,Y,2005,061-450-4327,2017-05-01,
망운전통시장,상설+오일장,전라남도 무안군 망운면 조산길 2,전라남도 무안군 망운면 목동리 595-5,"5일(1, 6)",35.011527,126.3832149,12,일용품,온누리,없음,Y,Y,2007,061-450-5713,2017-05-01,
무안전통시장,상설+오일장,전라남도 무안군 무안읍 승달로 11,전라남도 무안군 무안읍 성남리 813-2전라남도 무안군 무안읍 성내리 21-9(2016.11월 신축 이전),"5일(4, 9)",34.9868902,126.4639955,225,일용품 및 농수산물,온누리,없음,Y,Y,2016,061-453-5714,2017-05-01,
샘고을시장,상설,전라북도 정읍시 태평5길 24,전라북도 정읍시 시기동 280-4,매일,35.563135,126.8550947,300,"과일,채소,생필품,식당",온누리상품권,,Y,Y,1914,063-534-6661,2017-04-25,
연지시장,상설,전라북도 정읍시 서부로 59,전라북도 정읍시 연지동 31-1,매일,35.5736741,126.8471516,40,"과일,채소,생필품,식당",온누리상품권,,Y,Y,1958,063-532-5380,2017-04-25,
신태인시장,상설+오일장,전라북도 정읍시 시장2길 14,전라북도 정읍시 신태인읍 신태인리 152-8,매일+3일+8일,35.6857798,126.8871858,45,"과일,채소,생필품,식당",온누리상품권,,Y,Y,1917,063-571-3016,2017-04-25,
신포국제시장,상설,인천광역시 중구 우현로 49번길 11-5,인천광역시 중구 신포동 3-2,매일,37.4714634498,126.627810535,164,"식품, 잡화, 의류",온누리상품권,http://www.sinpomarket.com,Y,Y,1970,032-772-5812,2017-05-12,
고흥전통시장,상설,전라남도 고흥군 고흥읍 시장길 20,전라남도 고흥군 고흥읍 남계리 628,상설,34.608075,127.285716,111,"농수산물,공산품",온누리 상품권,해당사항없음,Y,Y,1915,061-832-4370,2017-04-03,
녹동전통시장,상설,전라남도 고흥군 도양읍 녹동시장길 39,전라남도 고흥군 도양읍 봉암리 2699-45,상설,32.527192,127.138763,67,"농수산물,공산품",온누리 상품권,해당사항없음,Y,Y,1947,061-844-1339,2017-04-03,
도화전통시장,오일장,전라남도 고흥군 도화면 동신길 16-8,전라남도 고흥군 도화면 당오리 568-1,"3,8",34.509817,127.321902,18,"농수산물,공산품",온누리 상품권,해당사항없음,Y,Y,1958,061-830-5352,2017-04-03,
과역전통시장,오일장,전라남도 고흥군 과역면 과역로 857,전라남도 고흥군 과역면 과역리 162-2,"5,10",34.679021,123.362752,82,"농수산물,공산품",온누리 상품권,해당사항없음,Y,Y,1946,061-832-9422,2017-04-03,
동강전통시장,오일장,전라남도 고흥군 동강면 원유둔4길 14,전라남도 고흥군 동강면 유둔리 7,"1,6",34.780715,127.334821,43,"농수산물,공산품",온누리 상품권,해당사항없음,Y,Y,1948,061-830-5352,2017-04-03,
음성시장,오일장,충청북도 음성군 음성읍 시장로117번길 6,충청북도 음성군 음성읍 읍내리 618-41,2일 7일,36.9376231,127.6911841,130,채소  청과  의류  잡화 등,온누리상품권(일부점포제외)  농촌사랑상품권(노점제외),,Y,Y,1964,043-872-8588,2017-04-30,
